order_id,order_date,customer,country,channel,sku,units_ordered,order_value_eur,fulfilment_status,fulfilment_date,notes
ORD-2025-08057,2025-09-21,Lidl Europe,EU,Email,AL120-EU,1806,31101.93,FULFILLED,2025-09-22,
ORD-2025-02999,2025-08-25,E.Leclerc,FR,EDI,MG375-FR,1752,9663.92,FULFILLED,2025-08-30,
ORD-2025-06969,2025-09-11,Carrefour France,FR,Manual,MG375-FR,317,4213.65,NOT_FULFILLED,,
ORD-2025-06342,2025-12-19,dm (Drogerie Markt),DE,Manual,MG375-FR,1316,18557.56,FULFILLED,2025-12-24,
ORD-2025-02620,2025-12-14,Coop Group,EU,EDI,BS10-DE,1485,14018.1,FULFILLED,2025-12-18,
ORD-2025-00509,2025-09-18,Carrefour France,FR,EDI,DP500-FR,386,4768.0,FULFILLED,2025-09-21,
ORD-2025-03032,2025-04-16,Tesco UK,UK,EDI,BS10-DE,217,1513.6,FULFILLED,2025-04-21,
ORD-2025-07827,2025-09-04,dm (Drogerie Markt),DE,Email,FX60-UK,725,9778.49,FULFILLED,2025-09-07,
ORD-2025-03081,2025-07-19,Lidl Europe,EU,EDI,CAD400-FR,1799,8157.08,FULFILLED,2025-07-23,
ORD-2025-07528,2025-05-08,E.Leclerc,FR,Email,DP1000-FR,114,1223.35,FULFILLED,2025-05-12,
ORD-2025-01477,2025-11-06,Boots UK,UK,EDI,FX60-UK,150,1556.81,FULFILLED,2025-11-08,
ORD-2025-03624,2025-11-29,Lidl Europe,EU,EDI,BS10-DE,1081,19433.21,FULFILLED,2025-11-30,
ORD-2025-03205,2025-02-25,Carrefour France,FR,EDI,DP1000-FR,679,9642.26,FULFILLED,2025-02-26,
ORD-2025-00271,2025-06-05,dm (Drogerie Markt),DE,EDI,FX60-UK,1532,14926.07,NOT_FULFILLED,,
ORD-2025-02541,2025-08-30,Boots UK,UK,EDI,DP1000-FR,1900,8890.4,NOT_FULFILLED,,
ORD-2025-06143,2025-09-11,Tesco UK,UK,Manual,AL120-EU,468,6461.26,FULFILLED,2025-09-12,
ORD-2025-00157,2025-03-23,E.Leclerc,FR,EDI,DP1000-FR,1404,12816.05,FULFILLED,2025-03-25,
ORD-2025-06924,2025-03-19,Mercadona,ES,Manual,AL120-EU,1490,17706.08,FULFILLED,2025-03-22,
ORD-2025-02435,2025-03-23,E.Leclerc,FR,EDI,AL180-EU,546,7168.32,NOT_FULFILLED,,
ORD-2025-06763,2025-08-21,Lidl Europe,EU,Manual,AL120-EU,170,2754.88,FULFILLED,2025-08-24,
ORD-2025-04842,2025-10-27,Boots UK,UK,EDI,DP500-FR,1344,24122.76,NOT_FULFILLED,,
ORD-2025-03207,2025-01-13,Carrefour France,FR,EDI,MG375-FR,1381,21949.92,FULFILLED,2025-01-16,
ORD-2025-05745,2025-07-20,Tesco UK,UK,Manual,DP500-FR,534,5814.13,FULFILLED,2025-07-23,
ORD-2025-04083,2025-01-19,Boots UK,UK,EDI,CAD400-FR,395,5163.67,FULFILLED,2025-01-22,
ORD-2025-06749,2025-09-06,Lidl Europe,EU,Manual,AL120-EU,793,13057.16,FULFILLED,2025-09-07,
ORD-2025-00559,2025-11-01,Mercadona,ES,EDI,BS10-DE,1112,4596.46,FULFILLED,2025-11-02,
ORD-2025-03847,2025-04-08,Coop Group,EU,EDI,DP1000-FR,1081,17148.43,NOT_FULFILLED,,
ORD-2025-05723,2025-07-15,Coop Group,EU,Manual,DP500-FR,85,561.92,FULFILLED,2025-07-17,
ORD-2025-06119,2025-08-10,Mercadona,ES,Manual,BS10-DE,697,8774.94,FULFILLED,2025-08-14,
ORD-2025-06184,2025-05-12,Mercadona,ES,Manual,DP500-FR,972,13112.04,FULFILLED,2025-05-16,
ORD-2025-04369,2025-09-02,Coop Group,EU,EDI,CAD400-FR,1550,22125.88,FULFILLED,2025-09-06,
ORD-2025-01929,2025-03-01,Coop Group,EU,EDI,AL180-EU,1711,29319.8,FULFILLED,2025-03-03,
ORD-2025-03584,2025-04-06,Tesco UK,UK,EDI,DP1000-FR,647,2704.5,FULFILLED,2025-04-09,
ORD-2025-05068,2025-05-19,E.Leclerc,FR,EDI,AL120-EU,119,783.9,FULFILLED,2025-05-22,
ORD-2025-04639,2025-03-17,Coop Group,EU,EDI,DP500-FR,391,3500.33,FULFILLED,2025-03-20,
ORD-2025-01703,2025-06-16,Tesco UK,UK,EDI,DP1000-FR,664,10687.84,FULFILLED,2025-06-17,
ORD-2025-05181,2025-03-14,Lidl Europe,EU,EDI,BS10-DE,61,254.6,FULFILLED,2025-03-16,
ORD-2025-06399,2025-07-12,Lidl Europe,EU,Manual,CAD400-FR,1421,8730.19,NOT_FULFILLED,,
ORD-2025-05476,2025-11-06,Mercadona,ES,EDI,FX60-UK,270,2209.32,NOT_FULFILLED,,
ORD-2025-03701,2025-02-24,Lidl Europe,EU,EDI,FX60-UK,1014,6822.83,FULFILLED,2025-02-27,
ORD-2025-01346,2025-02-07,Carrefour France,FR,EDI,BS10-DE,1864,7843.71,FULFILLED,2025-02-09,
ORD-2025-00751,2025-04-13,Carrefour France,FR,EDI,DP1000-FR,1366,19793.2,FULFILLED,2025-04-15,
ORD-2025-06938,2025-06-24,Boots UK,UK,Manual,AL120-EU,1651,20412.45,FULFILLED,2025-06-27,
ORD-2025-03132,2025-11-24,Lidl Europe,EU,EDI,MG375-FR,1154,20220.42,NOT_FULFILLED,,
ORD-2025-04440,2025-07-04,Tesco UK,UK,EDI,AL120-EU,1950,31896.74,FULFILLED,2025-07-07,
ORD-2025-03335,2025-10-30,Tesco UK,UK,EDI,DP500-FR,311,2900.0,FULFILLED,2025-11-02,
ORD-2025-06736,2025-09-11,Mercadona,ES,Manual,AL120-EU,53,325.39,FULFILLED,2025-09-12,
ORD-2025-07746,2025-06-27,Coop Group,EU,Email,MG375-FR,1633,17382.7,FULFILLED,2025-06-30,
ORD-2025-08004,2025-09-16,Boots UK,UK,Email,AL120-EU,375,5460.46,FULFILLED,2025-09-18,
ORD-2025-07628,2025-12-04,Carrefour France,FR,Email,AL180-EU,871,8652.81,FULFILLED,2025-12-08,
ORD-2025-00861,2025-06-08,Coop Group,EU,EDI,DP1000-FR,1440,4347.51,FULFILLED,2025-06-09,
ORD-2025-05413,2025-11-08,Tesco UK,UK,EDI,DP1000-FR,1960,6489.35,FULFILLED,2025-11-10,
ORD-2025-07796,2025-02-13,E.Leclerc,FR,Email,CAD400-FR,464,7211.19,NOT_FULFILLED,,
ORD-2025-02146,2025-03-31,dm (Drogerie Markt),DE,EDI,AL180-EU,1971,29542.15,FULFILLED,2025-04-05,
ORD-2025-02595,2025-10-18,Boots UK,UK,EDI,DP1000-FR,933,6383.24,FULFILLED,2025-10-20,
ORD-2025-04994,2025-07-07,Lidl Europe,EU,EDI,MG375-FR,1838,29469.74,FULFILLED,2025-07-10,
ORD-2025-04836,2025-05-28,Coop Group,EU,EDI,CAD400-FR,1580,12715.76,FULFILLED,2025-06-01,
ORD-2025-03064,2025-08-10,Coop Group,EU,EDI,BS10-DE,462,3869.45,FULFILLED,2025-08-12,
ORD-2025-08348,2025-11-28,Boots UK,UK,Fax,BS10-DE,1626,17679.84,FULFILLED,2025-11-29,
ORD-2025-04772,2025-03-05,Mercadona,ES,EDI,BS10-DE,213,3583.34,FULFILLED,2025-03-10,
ORD-2025-05931,2025-06-09,Tesco UK,UK,Manual,AL180-EU,1240,8066.68,NOT_FULFILLED,,
ORD-2025-01764,2025-09-16,Carrefour France,FR,EDI,DP1000-FR,1920,25880.62,FULFILLED,2025-09-19,
ORD-2025-03101,2025-06-27,dm (Drogerie Markt),DE,EDI,MG375-FR,146,2418.14,FULFILLED,2025-06-30,
ORD-2025-02641,2025-05-13,E.Leclerc,FR,EDI,CAD400-FR,1960,23769.25,FULFILLED,2025-05-15,
ORD-2025-06984,2025-07-06,Lidl Europe,EU,Manual,BS10-DE,1139,7150.86,NOT_FULFILLED,,
ORD-2025-04985,2025-02-11,Carrefour France,FR,EDI,AL120-EU,1084,11169.58,FULFILLED,2025-02-12,
ORD-2025-05184,2025-08-11,Carrefour France,FR,EDI,MG375-FR,70,341.9,FULFILLED,2025-08-12,
ORD-2025-04957,2025-12-02,E.Leclerc,FR,EDI,FX60-UK,933,6092.74,FULFILLED,2025-12-03,
ORD-2025-08211,2025-05-31,Carrefour France,FR,Email,AL180-EU,1285,13908.12,FULFILLED,2025-06-02,
ORD-2025-02149,2025-11-06,Boots UK,UK,EDI,FX60-UK,1216,15930.85,FULFILLED,2025-11-11,
ORD-2025-08376,2025-08-17,Tesco UK,UK,Fax,AL120-EU,241,1929.77,FULFILLED,2025-08-18,
ORD-2025-04787,2025-02-24,E.Leclerc,FR,EDI,MG375-FR,736,2409.64,FULFILLED,2025-02-27,
ORD-2025-01296,2025-08-13,Mercadona,ES,EDI,AL120-EU,1685,8535.67,FULFILLED,2025-08-16,
ORD-2025-04537,2025-09-24,dm (Drogerie Markt),DE,EDI,DP1000-FR,707,11737.29,FULFILLED,2025-09-25,
ORD-2025-00554,2025-11-21,dm (Drogerie Markt),DE,EDI,BS10-DE,1935,26514.03,FULFILLED,2025-11-26,
ORD-2025-05371,2025-11-30,Carrefour France,FR,EDI,DP1000-FR,533,4302.8,FULFILLED,2025-12-02,
ORD-2025-04305,2025-05-29,Tesco UK,UK,EDI,FX60-UK,640,10713.94,NOT_FULFILLED,,
ORD-2025-01886,2025-04-06,Carrefour France,FR,EDI,BS10-DE,1687,26295.29,FULFILLED,2025-04-08,
ORD-2025-02800,2025-08-18,E.Leclerc,FR,EDI,AL180-EU,1078,9427.0,FULFILLED,2025-08-22,
ORD-2025-02706,2025-08-23,Carrefour France,FR,EDI,MG375-FR,1370,3652.63,FULFILLED,2025-08-25,
ORD-2025-00522,2025-06-21,E.Leclerc,FR,EDI,DP500-FR,487,6571.57,FULFILLED,2025-06-23,
ORD-2025-08190,2025-10-06,dm (Drogerie Markt),DE,Email,AL120-EU,1970,8364.97,FULFILLED,2025-10-07,
ORD-2025-02004,2025-12-08,Boots UK,UK,EDI,DP1000-FR,398,1928.84,FULFILLED,2025-12-09,
ORD-2025-03128,2025-04-22,Lidl Europe,EU,EDI,CAD400-FR,327,5461.24,NOT_FULFILLED,,
ORD-2025-04010,2025-11-22,E.Leclerc,FR,EDI,BS10-DE,1305,19339.88,NOT_FULFILLED,,
ORD-2025-07813,2025-11-18,Boots UK,UK,Email,BS10-DE,1532,7608.43,FULFILLED,2025-11-22,
ORD-2025-06291,2025-11-27,Lidl Europe,EU,Manual,AL180-EU,1163,16479.25,FULFILLED,2025-11-28,
ORD-2025-03611,2025-09-24,Boots UK,UK,EDI,BS10-DE,1054,14830.13,FULFILLED,2025-09-28,
ORD-2025-04432,2025-12-06,E.Leclerc,FR,EDI,MG375-FR,978,8722.86,NOT_FULFILLED,,
ORD-2025-02252,2025-04-01,E.Leclerc,FR,EDI,AL120-EU,1136,13398.8,NOT_FULFILLED,,
ORD-2025-00187,2025-11-07,dm (Drogerie Markt),DE,EDI,FX60-UK,1708,28497.5,NOT_FULFILLED,,
ORD-2025-05321,2025-03-06,Boots UK,UK,EDI,DP1000-FR,1133,4526.71,FULFILLED,2025-03-09,
ORD-2025-05411,2025-06-12,dm (Drogerie Markt),DE,EDI,CAD400-FR,1426,6893.94,NOT_FULFILLED,,
ORD-2025-01482,2025-06-09,dm (Drogerie Markt),DE,EDI,CAD400-FR,1465,10920.18,FULFILLED,2025-06-13,
ORD-2025-07738,2025-05-09,Lidl Europe,EU,Email,AL180-EU,939,3984.06,FULFILLED,2025-05-14,
ORD-2025-01422,2025-11-17,Tesco UK,UK,EDI,CAD400-FR,1565,11769.71,FULFILLED,2025-11-19,
ORD-2025-00885,2025-12-05,Carrefour France,FR,EDI,CAD400-FR,1171,18969.26,FULFILLED,2025-12-07,
ORD-2025-01187,2025-07-27,Tesco UK,UK,EDI,AL120-EU,914,8412.22,FULFILLED,2025-07-28,
ORD-2025-07503,2025-07-04,Carrefour France,FR,Email,CAD400-FR,1813,24424.17,FULFILLED,2025-07-06,
ORD-2025-03654,2025-08-08,Lidl Europe,EU,EDI,DP1000-FR,1165,7552.82,NOT_FULFILLED,,
ORD-2025-04689,2025-08-24,Mercadona,ES,EDI,MG375-FR,963,12837.3,FULFILLED,2025-08-28,
ORD-2025-06718,2025-03-16,Carrefour France,FR,Manual,DP1000-FR,1711,6136.71,FULFILLED,2025-03-18,
ORD-2025-02069,2025-06-29,Coop Group,EU,EDI,BS10-DE,454,4187.79,FULFILLED,2025-07-02,
ORD-2025-00711,2025-12-18,E.Leclerc,FR,EDI,DP1000-FR,360,2711.69,FULFILLED,2025-12-19,
ORD-2025-03913,2025-06-28,Coop Group,EU,EDI,AL120-EU,641,6758.34,FULFILLED,2025-06-30,
ORD-2025-00003,2025-03-22,Carrefour France,FR,EDI,AL180-EU,326,2187.32,FULFILLED,2025-03-26,
ORD-2025-04002,2025-01-10,Coop Group,EU,EDI,DP1000-FR,1725,17325.98,FULFILLED,2025-01-13,
ORD-2025-04163,2025-11-27,Tesco UK,UK,EDI,BS10-DE,1032,14105.42,NOT_FULFILLED,,
ORD-2025-04986,2025-01-11,Boots UK,UK,EDI,DP500-FR,869,8899.5,FULFILLED,2025-01-16,
ORD-2025-07474,2025-01-13,Mercadona,ES,Email,BS10-DE,1031,17364.46,FULFILLED,2025-01-15,
ORD-2025-00420,2025-08-23,Mercadona,ES,EDI,AL180-EU,277,1047.81,FULFILLED,2025-08-26,
ORD-2025-03645,2025-10-23,Coop Group,EU,EDI,MG375-FR,358,3300.77,FULFILLED,2025-10-26,
ORD-2025-03613,2025-09-21,Mercadona,ES,EDI,AL120-EU,59,822.72,FULFILLED,2025-09-24,
ORD-2025-02593,2025-12-08,Coop Group,EU,EDI,AL120-EU,1092,7973.32,FULFILLED,2025-12-09,
ORD-2025-07278,2025-01-06,Mercadona,ES,Manual,BS10-DE,1496,17220.43,FULFILLED,2025-01-07,
ORD-2025-01939,2025-10-06,E.Leclerc,FR,EDI,DP1000-FR,1077,10638.82,NOT_FULFILLED,,
ORD-2025-06376,2025-05-27,Carrefour France,FR,Manual,AL180-EU,251,1647.87,FULFILLED,2025-05-29,
ORD-2025-01092,2025-10-19,E.Leclerc,FR,EDI,AL120-EU,1269,19173.62,NOT_FULFILLED,,
ORD-2025-08089,2025-10-05,Tesco UK,UK,Email,AL180-EU,318,5017.88,FULFILLED,2025-10-07,
ORD-2025-02064,2025-05-10,Tesco UK,UK,EDI,AL180-EU,1055,4419.3,FULFILLED,2025-05-14,
ORD-2025-07003,2025-01-14,Boots UK,UK,Manual,DP500-FR,1966,9582.8,FULFILLED,2025-01-15,
ORD-2025-03087,2025-06-12,dm (Drogerie Markt),DE,EDI,DP500-FR,214,2532.62,FULFILLED,2025-06-13,
ORD-2025-03233,2025-08-05,Carrefour France,FR,EDI,MG375-FR,1069,7041.52,FULFILLED,2025-08-09,
ORD-2025-04277,2025-08-04,Coop Group,EU,EDI,BS10-DE,1300,9150.4,FULFILLED,2025-08-09,
ORD-2025-00902,2025-01-29,Boots UK,UK,EDI,FX60-UK,1185,15549.99,FULFILLED,2025-02-03,
ORD-2025-01666,2025-08-31,Lidl Europe,EU,EDI,AL180-EU,828,13111.16,FULFILLED,2025-09-01,
ORD-2025-02676,2025-10-11,Mercadona,ES,EDI,FX60-UK,811,13767.0,NOT_FULFILLED,,
ORD-2025-06213,2025-08-20,E.Leclerc,FR,Manual,DP500-FR,1990,22340.0,FULFILLED,2025-08-23,
ORD-2025-08288,2025-04-10,Coop Group,EU,Fax,FX60-UK,589,1890.54,FULFILLED,2025-04-15,
ORD-2025-03044,2025-07-01,Tesco UK,UK,EDI,AL120-EU,992,14825.28,FULFILLED,2025-07-02,
ORD-2025-04685,2025-04-09,Tesco UK,UK,EDI,FX60-UK,1415,10668.71,NOT_FULFILLED,,
ORD-2025-06108,2025-09-29,E.Leclerc,FR,Manual,CAD400-FR,1357,13545.58,FULFILLED,2025-10-03,
ORD-2025-01114,2025-01-25,Coop Group,EU,EDI,MG375-FR,149,822.22,FULFILLED,2025-01-29,
ORD-2025-06407,2025-10-16,Lidl Europe,EU,Manual,AL120-EU,1322,13547.93,FULFILLED,2025-10-21,
ORD-2025-01068,2025-06-09,Tesco UK,UK,EDI,CAD400-FR,473,8112.73,FULFILLED,2025-06-11,
ORD-2025-03006,2025-08-15,Boots UK,UK,EDI,DP1000-FR,116,1924.75,FULFILLED,2025-08-20,
ORD-2025-04076,2025-12-03,dm (Drogerie Markt),DE,EDI,AL180-EU,1184,15739.39,FULFILLED,2025-12-04,
ORD-2025-04046,2025-02-26,Carrefour France,FR,EDI,BS10-DE,421,7438.98,FULFILLED,2025-03-03,
ORD-2025-06541,2025-10-20,Carrefour France,FR,Manual,AL120-EU,1155,20020.21,FULFILLED,2025-10-22,
ORD-2025-03530,2025-11-21,Tesco UK,UK,EDI,DP500-FR,489,4045.84,NOT_FULFILLED,,
ORD-2025-08237,2025-05-05,Boots UK,UK,Fax,FX60-UK,79,737.62,FULFILLED,2025-05-06,
ORD-2025-03426,2025-02-01,Lidl Europe,EU,EDI,BS10-DE,172,2533.46,FULFILLED,2025-02-05,
ORD-2025-01514,2025-07-15,Carrefour France,FR,EDI,DP500-FR,1945,31599.27,FULFILLED,2025-07-19,
ORD-2025-04047,2025-02-19,Coop Group,EU,EDI,MG375-FR,598,6037.47,FULFILLED,2025-02-24,
ORD-2025-05108,2025-05-07,Tesco UK,UK,EDI,DP500-FR,809,8705.49,FULFILLED,2025-05-09,
ORD-2025-01354,2025-07-09,Coop Group,EU,EDI,AL120-EU,558,5292.87,FULFILLED,2025-07-12,
ORD-2025-07719,2025-11-12,E.Leclerc,FR,Email,DP500-FR,780,7171.59,FULFILLED,2025-11-15,
ORD-2025-00002,2025-03-04,Mercadona,ES,EDI,AL120-EU,285,1966.41,NOT_FULFILLED,,
ORD-2025-06447,2025-02-18,Coop Group,EU,Manual,MG375-FR,389,1085.68,FULFILLED,2025-02-19,
ORD-2025-05954,2025-11-20,Coop Group,EU,Manual,DP1000-FR,1884,25990.93,FULFILLED,2025-11-22,
ORD-2025-05300,2025-05-25,Tesco UK,UK,EDI,DP1000-FR,1142,16685.27,NOT_FULFILLED,,
ORD-2025-00355,2025-04-01,Boots UK,UK,EDI,BS10-DE,1034,4158.31,NOT_FULFILLED,,
ORD-2025-01747,2025-01-29,Coop Group,EU,EDI,MG375-FR,1752,19207.55,FULFILLED,2025-02-01,
ORD-2025-03065,2025-04-01,Mercadona,ES,EDI,AL180-EU,1471,16223.8,NOT_FULFILLED,,
ORD-2025-00037,2025-01-25,Mercadona,ES,EDI,CAD400-FR,760,3478.57,FULFILLED,2025-01-28,
ORD-2025-06416,2025-06-05,Mercadona,ES,Manual,FX60-UK,1552,23656.69,FULFILLED,2025-06-09,
ORD-2025-06905,2025-10-18,Mercadona,ES,Manual,DP1000-FR,555,6228.08,NOT_FULFILLED,,
ORD-2025-07308,2025-05-09,Lidl Europe,EU,Manual,AL180-EU,1576,24748.79,NOT_FULFILLED,,
ORD-2025-04861,2025-09-27,Boots UK,UK,EDI,BS10-DE,972,8402.92,FULFILLED,2025-10-01,
ORD-2025-07735,2025-12-13,Coop Group,EU,Email,CAD400-FR,1450,8996.03,NOT_FULFILLED,,
ORD-2025-08221,2025-04-28,Lidl Europe,EU,Email,DP500-FR,182,2360.89,FULFILLED,2025-05-01,
ORD-2025-08401,2025-01-05,Mercadona,ES,Fax,MG375-FR,1523,16110.52,FULFILLED,2025-01-08,
ORD-2025-07905,2025-07-01,Mercadona,ES,Email,AL180-EU,1942,30856.88,FULFILLED,2025-07-04,
ORD-2025-04878,2025-06-25,E.Leclerc,FR,EDI,DP1000-FR,156,2107.12,FULFILLED,2025-06-26,
ORD-2025-00544,2025-09-06,Lidl Europe,EU,EDI,DP1000-FR,1657,28102.1,FULFILLED,2025-09-09,
ORD-2025-03566,2025-05-22,Boots UK,UK,EDI,FX60-UK,1575,4426.57,FULFILLED,2025-05-26,
ORD-2025-01876,2025-08-07,dm (Drogerie Markt),DE,EDI,FX60-UK,443,1898.67,FULFILLED,2025-08-09,
ORD-2025-04762,2025-02-27,Carrefour France,FR,EDI,AL120-EU,823,11604.12,FULFILLED,2025-02-28,
ORD-2025-05428,2025-03-20,Tesco UK,UK,EDI,MG375-FR,1930,24990.03,FULFILLED,2025-03-25,
ORD-2025-06540,2025-11-11,dm (Drogerie Markt),DE,Manual,FX60-UK,1260,6283.84,FULFILLED,2025-11-15,
ORD-2025-07706,2025-09-16,Boots UK,UK,Email,BS10-DE,1580,5161.04,FULFILLED,2025-09-19,
ORD-2025-01093,2025-08-08,dm (Drogerie Markt),DE,EDI,FX60-UK,501,4870.79,NOT_FULFILLED,,
ORD-2025-03857,2025-09-12,Tesco UK,UK,EDI,DP500-FR,610,3318.3,FULFILLED,2025-09-13,
ORD-2025-04549,2025-01-27,Coop Group,EU,EDI,AL120-EU,1998,15039.17,FULFILLED,2025-01-28,
ORD-2025-06896,2025-03-19,E.Leclerc,FR,Manual,DP1000-FR,1083,14859.44,FULFILLED,2025-03-23,
ORD-2025-05996,2025-07-20,Mercadona,ES,Manual,CAD400-FR,1999,22679.2,NOT_FULFILLED,,
ORD-2025-05009,2025-04-26,E.Leclerc,FR,EDI,AL180-EU,584,8246.77,FULFILLED,2025-05-01,
ORD-2025-05665,2025-02-01,Lidl Europe,EU,EDI,DP1000-FR,1469,13075.02,FULFILLED,2025-02-05,
ORD-2025-06979,2025-02-19,Tesco UK,UK,Manual,MG375-FR,89,824.73,FULFILLED,2025-02-21,
ORD-2025-06222,2025-10-01,dm (Drogerie Markt),DE,Manual,FX60-UK,1667,29968.35,FULFILLED,2025-10-04,
ORD-2025-01317,2025-09-20,E.Leclerc,FR,EDI,CAD400-FR,387,4922.78,NOT_FULFILLED,,
ORD-2025-04417,2025-07-25,Carrefour France,FR,EDI,CAD400-FR,710,2062.86,FULFILLED,2025-07-26,
ORD-2025-05687,2025-08-11,Boots UK,UK,Manual,AL180-EU,1895,17950.0,FULFILLED,2025-08-13,
ORD-2025-06383,2025-01-12,Lidl Europe,EU,Manual,AL180-EU,1509,6126.7,FULFILLED,2025-01-13,
ORD-2025-07930,2025-01-24,Tesco UK,UK,Email,AL180-EU,1621,25976.27,FULFILLED,2025-01-28,
ORD-2025-00024,2025-05-19,Carrefour France,FR,EDI,AL180-EU,792,13686.79,FULFILLED,2025-05-24,
ORD-2025-07808,2025-10-03,E.Leclerc,FR,Email,FX60-UK,371,3834.91,FULFILLED,2025-10-06,
ORD-2025-01589,2025-12-02,Tesco UK,UK,EDI,FX60-UK,212,959.63,NOT_FULFILLED,,
ORD-2025-00424,2025-03-13,Carrefour France,FR,EDI,AL120-EU,799,13366.67,FULFILLED,2025-03-14,
ORD-2025-00683,2025-09-07,Tesco UK,UK,EDI,AL120-EU,1583,18908.2,FULFILLED,2025-09-09,
ORD-2025-07005,2025-06-26,Mercadona,ES,Manual,BS10-DE,644,7129.14,FULFILLED,2025-06-29,
ORD-2025-08101,2025-11-13,Coop Group,EU,Email,AL180-EU,1434,10566.47,FULFILLED,2025-11-17,
ORD-2025-05234,2025-10-03,Tesco UK,UK,EDI,MG375-FR,497,8190.74,FULFILLED,2025-10-04,
ORD-2025-05521,2025-12-08,E.Leclerc,FR,EDI,AL180-EU,1863,8238.8,NOT_FULFILLED,,
ORD-2025-00745,2025-02-20,dm (Drogerie Markt),DE,EDI,MG375-FR,867,4822.26,NOT_FULFILLED,,
ORD-2025-02221,2025-07-05,Boots UK,UK,EDI,AL180-EU,1698,12721.23,FULFILLED,2025-07-09,
ORD-2025-06523,2025-01-16,Boots UK,UK,Manual,FX60-UK,1876,18071.27,FULFILLED,2025-01-17,
ORD-2025-06620,2025-01-20,Lidl Europe,EU,Manual,FX60-UK,1556,18988.0,FULFILLED,2025-01-22,
ORD-2025-03659,2025-01-28,dm (Drogerie Markt),DE,EDI,FX60-UK,195,736.22,FULFILLED,2025-01-29,
ORD-2025-01241,2025-07-16,dm (Drogerie Markt),DE,EDI,DP1000-FR,1692,25023.68,FULFILLED,2025-07-17,
ORD-2025-05197,2025-05-18,Tesco UK,UK,EDI,MG375-FR,1815,9970.28,NOT_FULFILLED,,
ORD-2025-00982,2025-09-16,dm (Drogerie Markt),DE,EDI,DP1000-FR,190,799.0,FULFILLED,2025-09-21,
ORD-2025-01434,2025-09-27,Boots UK,UK,EDI,BS10-DE,355,3623.25,FULFILLED,2025-10-02,
ORD-2025-08169,2025-06-08,Tesco UK,UK,Email,DP500-FR,258,1435.1,FULFILLED,2025-06-13,
ORD-2025-04217,2025-08-29,E.Leclerc,FR,EDI,BS10-DE,1344,10819.59,NOT_FULFILLED,,
ORD-2025-01276,2025-12-03,Coop Group,EU,EDI,AL180-EU,1970,8717.85,FULFILLED,2025-12-06,
ORD-2025-00088,2025-01-20,E.Leclerc,FR,EDI,FX60-UK,294,4899.81,FULFILLED,2025-01-25,
ORD-2025-02803,2025-10-04,E.Leclerc,FR,EDI,DP1000-FR,680,11383.68,NOT_FULFILLED,,
ORD-2025-05158,2025-04-12,dm (Drogerie Markt),DE,EDI,DP1000-FR,67,1089.95,NOT_FULFILLED,,
ORD-2025-04810,2025-03-09,Coop Group,EU,EDI,AL180-EU,759,2000.7,FULFILLED,2025-03-10,
ORD-2025-05961,2025-05-26,Boots UK,UK,Manual,CAD400-FR,847,13908.29,FULFILLED,2025-05-29,
ORD-2025-00962,2025-09-26,dm (Drogerie Markt),DE,EDI,FX60-UK,1882,11376.87,FULFILLED,2025-09-28,
ORD-2025-05015,2025-04-21,Tesco UK,UK,EDI,AL120-EU,308,3531.52,NOT_FULFILLED,,
ORD-2025-03919,2025-10-27,Lidl Europe,EU,EDI,MG375-FR,1534,22694.01,FULFILLED,2025-10-29,
ORD-2025-06840,2025-04-24,E.Leclerc,FR,Manual,AL180-EU,1004,7999.55,FULFILLED,2025-04-26,
ORD-2025-02533,2025-05-07,Coop Group,EU,EDI,DP1000-FR,1846,8305.21,FULFILLED,2025-05-11,
ORD-2025-00203,2025-09-21,dm (Drogerie Markt),DE,EDI,DP1000-FR,1032,10792.01,FULFILLED,2025-09-24,
ORD-2025-00857,2025-11-07,E.Leclerc,FR,EDI,DP1000-FR,1721,10257.11,NOT_FULFILLED,,
ORD-2025-07662,2025-02-04,Carrefour France,FR,Email,MG375-FR,569,4573.0,FULFILLED,2025-02-07,
ORD-2025-01592,2025-02-19,dm (Drogerie Markt),DE,EDI,FX60-UK,82,1046.46,FULFILLED,2025-02-23,
ORD-2025-05343,2025-04-08,E.Leclerc,FR,EDI,BS10-DE,664,11226.73,FULFILLED,2025-04-12,
ORD-2025-03770,2025-03-17,Lidl Europe,EU,EDI,FX60-UK,724,4810.63,FULFILLED,2025-03-18,
ORD-2025-00580,2025-09-24,dm (Drogerie Markt),DE,EDI,AL180-EU,1975,25563.04,FULFILLED,2025-09-27,
ORD-2025-03663,2025-11-17,E.Leclerc,FR,EDI,DP500-FR,1361,14179.36,FULFILLED,2025-11-18,
ORD-2025-03398,2025-07-21,E.Leclerc,FR,EDI,AL180-EU,1062,4710.43,FULFILLED,2025-07-26,
ORD-2025-01227,2025-12-20,Coop Group,EU,EDI,CAD400-FR,1418,21433.92,FULFILLED,2025-12-24,
ORD-2025-06660,2025-07-27,Carrefour France,FR,Manual,CAD400-FR,998,5311.35,FULFILLED,2025-07-30,
ORD-2025-06217,2025-10-16,Coop Group,EU,Manual,DP500-FR,1966,24539.82,FULFILLED,2025-10-20,
ORD-2025-06815,2025-05-01,E.Leclerc,FR,Manual,BS10-DE,576,6460.57,FULFILLED,2025-05-02,
